"Group","SampID","Type..sediment.or.soil.","Easting","Northing","Depth_upper_cm","Depth_lower_cm","pH","EC","Sample.ID","Group.1","Sample","ICP.Sample.ID","weight","volume","Al","As","Ba","Ca","Cd","Ce","Co","Cr","Cu","Fe","Gd","K","La","Li","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","S","Sr","Th","V","Y","Zn","Longitude","Latitude"
8,"3","Sediment ",400167,6467930,20,"30",4.74,2410,"Group 9 Sample 7",9,"7","ENVT 3361_AR dig_75",0.3,20,21020.397,1.62,34.51,722.086,0.022,35.834,3.027,32.839,10.997,16503.561,2.522,946.06,17.465,22.292,1536.885,79.77,0.949,3055.541,15.488,11.27,56.386,9.285,331.565,14.843,11.009,38.867,6.063,NA,115.944007572015,-31.920136967653
8,"4","Sediment ",400167,6467930,30,"40",4.61,1985,"Group 9 Sample 8",9,"8","ENVT 3361_AR dig_76",0.3,20,9015.858,NA,11.903,473.209,NA,22.841,1.825,16.571,NA,9889.105,1.568,467.466,11.323,9.346,760.412,61.16,0.656,1928.823,9.677,5.741,47.318,4.721,229.597,9.34,6.212,26.951,3.193,NA,115.944007572015,-31.920136967653
8,"5","Sediment ",400167,6467930,40,"50",4.51,2500,"Group 9 Sample 9",9,"9","ENVT 3361_AR dig_77",0.302,20,12140.149,1.241,18.096,744.228,0.015,25.308,2.236,24.156,7.141,14031.132,1.831,622.28,12.913,13.031,1276.502,68.102,1.489,2846.286,11.087,6.292,37.213,5.305,327.248,13.696,8.088,32.023,3.898,NA,115.944007572015,-31.920136967653
8,"6","Sediment ",400167,6467930,50,"60",5.21,2266,"Group 9 Sample 10",9,"10","ENVT 3361_AR dig_78",0.303,20,13124.883,1.443,18.788,825.448,0.023,36.342,2.758,25.485,8.88,18201.232,2.663,713.845,18.085,15.216,1628.766,68.267,1.876,3708.979,15.658,6.733,50.004,10.07,398.73,17.724,9.471,35.915,6.499,NA,115.944007572015,-31.920136967653
8,"7","Sediment ",400167,6467930,60,"70",5.52,2063,"Group 7 Sample 1",7,"1","ENVT 3361_AR dig_79",0.3,20,19528.062,4.516,31.908,2937.671,0.078,50.099,7.356,38.804,17.785,25319.045,3.703,530.537,23.879,6.811,749.701,59.744,0.525,220.866,20.756,12.786,141.685,19.62,582.805,12.641,10.219,50.726,10.626,37.425,115.944007572015,-31.920136967653
8,"8","Sediment ",400167,6467930,70,"80",5.77,1922,"Group 7 Sample 2",7,"2","ENVT 3361_AR dig_80",0.299,20,10854.997,17.229,35.826,2293.275,0.476,21.488,10.756,39.327,215.178,27092.535,2.034,312.557,10.839,6.515,764.959,60.108,1.218,362.081,9.158,16.766,773.025,121.131,2385.599,17.154,4.011,28.342,4.901,534.86,115.944007572015,-31.920136967653
8,"9","Sediment ",400167,6467930,80,"90",5.56,1763,"Group 7 Sample 3",7,"3","ENVT 3361_AR dig_81",0.299,20,26289.659,10.123,48.143,1938.472,0.125,48.97,11.672,30.287,40.481,53547.271,5.069,1368.729,19.008,28.428,1381.583,73.407,3.13,602.15,24.97,20.241,181.655,24.19,1529.049,25.663,8.84,42.79,9.107,70.328,115.944007572015,-31.920136967653
8,"10","Sediment ",400167,6467930,90,"100",6.33,1646,"Group 7 Sample 4",7,"4","ENVT 3361_AR dig_82",0.304,20,34671.264,11.824,49.302,2812.475,0.168,115.97,11.39,38.618,59.882,40806.911,9.983,1569.098,40.465,40.824,1582.51,56.567,3.69,633.32,54.08,22.716,376.249,42.534,3408.319,40.021,9.12,47.487,23.561,152.205,115.944007572015,-31.920136967653
8,"11","Sediment ",400167,6467930,100,"110",6.29,1583,"Group 7 Sample 5",7,"5","ENVT 3361_AR dig_83",0.304,20,11624.557,27.674,33.101,1722.319,0.699,29.83,17.56,19.609,171.015,67191.618,3.514,510.493,15.612,8.475,863.518,66.85,1.402,346.546,12.891,16.207,278.903,85.008,9523.186,16.056,5.435,31.211,7.663,432.617,115.944007572015,-31.920136967653
9,"1","Soil",400178,6467970,0,"10",5.75,460,"Group 7 Sample 8",7,"8","ENVT 3361_AR dig_86",0.299,20,10995.777,14.529,33.134,1489.307,0.509,21.123,10.924,28.5,65.653,45327.368,2.374,362.943,10.145,7.02,679.46,63.234,3.987,360.84,10.156,13.391,447.659,39.064,5398.978,16.413,5.553,38.588,4.069,318.452,115.944128031077,-31.9197771190208
9,"2","Soil",400178,6467970,10,"20",5.65,947,"Group 7 Sample 9",7,"9","ENVT 3361_AR dig_87",0.299,20,8548.136,9.297,38.072,1344.413,0.377,19.092,5.932,23.06,44.411,38217.232,2.079,374.666,10.243,5.439,638.159,39.52,3.716,307.925,8.843,6.867,398.709,32.068,4802.961,12.651,8.449,37.644,2.818,168.877,115.944128031077,-31.9197771190208
9,"3","Soil",400178,6467970,20,"30",5.15,1175,"Group 6 Sample 1",6,"1","ENVT 3361_AR dig_89",0.303,20,22507.667,2.071,61.728,4757.243,0.292,61.554,13.601,50.318,44.09,29662.019,4.187,1761.039,30.728,11.677,3855.005,583.21,1.015,5184.837,24.141,21.755,747.963,42.354,1505.637,49.404,10.53,56.327,12.2,157.667,115.944128031077,-31.9197771190208
9,"4","Soil",400178,6467970,30,"40",5.12,2085,"Group 6 Sample 2",6,"2","ENVT 3361_AR dig_90",0.305,20,33273.413,3.404,71.6,1749.028,0.116,92.748,16.2,65.951,47.033,43394.833,6.27,2001.934,48.556,17.316,3162.859,457.732,1.249,4580.658,37.08,25.658,430.025,59.063,909.648,28.359,16.257,79.418,19.595,169.993,115.944128031077,-31.9197771190208
9,"5","Soil",400178,6467970,40,"50",5.33,1177,"Group 6 Sample 3",6,"3","ENVT 3361_AR dig_91",0.297,20,31471.853,4.78,107.685,1080.361,0.077,83.951,10.988,65.148,36.378,45247.71,6.291,1816.294,43.651,17.499,2755.201,238.606,1.332,4891.643,35.035,23.832,295.868,34.257,1171.969,22.337,14.726,79.93,19.092,61.957,115.944128031077,-31.9197771190208
9,"6","Soil",400178,6467970,50,"60",5.22,1267,"Group 6 Sample 4",6,"4","ENVT 3361_AR dig_92",0.303,20,29235.336,2.704,103.061,870.03,0.064,62.882,6.636,55.471,28.207,46169.772,5.077,1812.484,30.839,17.598,2462.766,74.587,1.799,5832.524,27.261,18.793,272.211,33.338,2442.469,29.114,12.509,78.034,13.839,41.602,115.944128031077,-31.9197771190208
9,"7","Soil",400178,6467970,60,"70",5.53,2310,"Group 6 Sample 5",6,"5","ENVT 3361_AR dig_93",0.304,20,24996.392,2.11,83.177,904.074,0.071,52.1,5.771,49.388,24.117,47021.836,4.592,1601.54,25.383,14.358,2173.975,80.706,2.093,6387.525,23.201,18.12,328.222,23.233,2020.169,34.969,10.806,69.455,11.464,16.797,115.944128031077,-31.9197771190208
9,"8","Soil",400178,6467970,70,"80",5.68,1753,"Group 6 Sample 6",6,"6","ENVT 3361_AR dig_94",0.301,20,26784.848,0.966,78.895,996.831,0.063,47.04,5.811,49.404,22.387,46339.221,4.455,1609.562,21.939,17.976,2365.538,75.502,2.078,6673.855,21.793,15.196,337.271,22.579,1657.173,35.978,11.035,74.557,10.356,43.157,115.944128031077,-31.9197771190208
9,"9","Soil",400178,6467970,80,"90",5.19,2085,"Group 6 Sample 7",6,"7","ENVT 3361_AR dig_95",0.303,20,28408.14,3.736,68.972,1249.787,0.079,46.925,6.409,56.087,20.257,47051.723,4.296,1636.473,22.158,23.927,2526.8,102.234,2.674,7070.124,21.275,19.343,353.979,22.326,1356.92,37.712,11.263,75.927,10.215,18.155,115.944128031077,-31.9197771190208
9,"10","Soil",400178,6467970,90,"100",5.51,2135,"Group 6 Sample 8",6,"8","ENVT 3361_AR dig_96",0.3,20,30643.64,3.291,63.148,1484.269,0.085,53.387,6.84,54.432,21.92,46743.065,4.713,1690.688,25.733,27.824,2713.883,86.274,2.764,6761.07,23.702,19.379,324.037,23.335,1095.477,42.707,12.837,78.606,12.269,21.645,115.944128031077,-31.9197771190208
10,"","Soil",400229,6468075,0,"10",NA,NA,"Group 6 Sample 10",6,"10","ENVT 3361_AR dig_98",0.3,20,37613.072,1.45,38.025,1427.763,0.085,68.16,6.602,60.145,22.953,47746.938,5.632,2059.472,30.856,41.933,2946.109,74.264,4.185,6557.091,29.359,18.9,241.358,20.696,821.676,41.264,16.379,84.034,16.836,14.408,115.944678223366,-31.9188344596088
