Year,SampID,Type,DepthType,Longitude,Latitude,As,Co,Cr,Cu,Mn,Ni,Pb,Zn
"""2021""",2021_11_4,Lake_Sed,Surface,115.9445671,-31.91912222,2.8,15.1,80.8,185,111.7,28,89,261.6
"""2021""",2021_11_5,Lake_Sed,Surface,115.944642,-31.91923109,4.6,11.5,69.5,201,96.8,24,48.8,153.7
"""2021""",2021_11_6,Drain_Sed,Surface,115.9427098,-31.91708601,NA,12.2,1.8,NA,6.9,2,4.5,825.2
"""2021""",2021_12_1,Drain_Sed,Surface,115.9428037,-31.91719505,0.4,11.9,4.1,2,19.7,3,15.5,891.5
"""2021""",2021_12_2,Drain_Sed,Surface,115.9428663,-31.91726774,4,56.3,11,12,263.9,7,13.5,2807
"""2021""",2021_12_3,Drain_Sed,Surface,115.942854,-31.917421,5.5,56.1,14.5,24,107.5,13,26.7,7556.4
"""2021""",2021_12_4,Drain_Sed,Surface,115.9427998,-31.91753783,9,63.2,20.2,33,181.7,17,39.5,7035
"""2021""",2021_12_5,Drain_Sed,Surface,115.9428508,-31.91770063,5.2,53.5,19.7,28,168.3,15,37.2,4786.3
"""2021""",2021_13_1,Drain_Sed,Surface,115.9420935,-31.91918283,0.9,2.5,20.4,37,16.1,8,23.1,233.5
"""2021""",2021_13_2,Drain_Sed,Surface,115.9420507,-31.91922758,4.4,6.8,58.1,63,40,18,50.9,236.9
"""2021""",2021_13_3,Drain_Sed,Surface,115.9420063,-31.91940764,7.8,17.5,42.2,79,78.4,18,32.9,873.4
"""2021""",2021_13_4,Drain_Sed,Surface,115.9450857,-31.91922,4.2,6.8,56.8,59,38.4,17,31.1,291.6
"""2022""",Group 1,Saltmarsh,Surface,115.9472459,-31.91719585,6.52,4.95,52.7,36.9,57.3,14.4,24.1,16.6
"""2022""",Group 2,Saltmarsh,Surface,115.947558,-31.91765852,9.24,6.87,54,39.4,93.6,20.1,22.5,34.9
"""2022""",Group 3,Saltmarsh,Surface,115.9467132,-31.91660506,16.51,6.52,16.5,128.7,85.6,6.6,82.4,126.1
"""2022""",Group 4,Saltmarsh,Surface,115.9457456,-31.9179863,7.73,11.61,62.6,247.5,86.3,27,83.1,243.7
"""2022""",Group 5,Saltmarsh,Surface,115.9453505,-31.91831681,9.39,9.79,63.4,251.3,66.2,23.7,93.7,212.4
"""2022""",Group 6,Saltmarsh,Surface,115.9450791,-31.918928,35.89,14.8,43.7,593.3,58.9,16.4,181.9,315.8
"""2022""",Group 7,Saltmarsh,Surface,115.9458074,-31.91906034,3.92,18.65,65.7,53,381.9,27.4,31.3,95.3
"""2022""",Group 8,Saltmarsh,Surface,115.9462643,-31.91887469,3.82,17.66,71.1,54.4,287.9,30.9,34.2,93
"""2022""",Group 9,Saltmarsh,Surface,115.9431966,-31.91891236,23.4,25.8,39.4,297.1,206.6,19,115.6,644.5
"""2022""",Group 10,Saltmarsh,Surface,115.9434367,-31.91918499,28.495,30.21,61.65,418.3,141,38.35,690.25,809.5
"""2022""",Group 11,Saltmarsh,Surface,115.9434482,-31.91910389,21.16,12.43,46,435.5,94.8,17.6,192,517.7
"""2022""",12,Drain_Sed,Surface,115.9473055,-31.91660996,12,13,39,57,75,13,43,246
"""2022""",13,Drain_Sed,Surface,115.9466182,-31.91659525,22,10.3,53,604,48,22,121,263
"""2022""",14,Drain_Sed,Surface,115.9457319,-31.91732764,5,11.4,66,135,47,31,49,91
"""2022""",15,Lake_Sed,Surface,115.9455309,-31.91733499,6,12.7,67,107,74,24,47,204
"""2022""",16,Lake_Sed,Surface,115.9458786,-31.91745515,6,13,70,106,73,25,44,198
"""2022""",16.2,Drain_Sed,Surface,115.9470219,-31.91643621,9,4.4,18,60,39,3,25,48.2
"""2022""",17,Other,Surface,115.9438956,-31.9169786,2,4.8,41,19,32,9,22,208
"""2022""",18,Other,Surface,115.944077,-31.91683577,3,5.1,49,32,34,11,141,121.1
"""2022""",19,Other,Surface,115.9440885,-31.91675467,3,3.2,45,21,36,8,24,60
"""2022""",20,Other,Surface,115.9439742,-31.91658232,7,2.9,36,13,42,5,18,30
"""2022""",21,Other,Surface,115.9442814,-31.91653976,7,5.6,47,20,45,6,23,198
"""2022""",22,Lake_Sed,Surface,115.9426271,-31.91784311,7,21.1,33,23,42,10,26,1160
"""2022""",23,Lake_Sed,Surface,115.9426484,-31.91782524,9,22.4,30,32,48,11,30,1398
"""2022""",24,Drain_Sed,Surface,115.9428671,-31.9172046,1,6.8,3,6,19,2,17,2783
"""2022""",25,Drain_Sed,Surface,115.9428246,-31.91722229,3,22.4,6,10,87,3,18,2643
"""2022""",26,Drain_Sed,Surface,115.9427307,-31.91710423,1,2.3,2,3,12,NA,62,150
"""2022""",27,Drain_Sed,Surface,115.9413665,-31.91801304,5,40.3,12,80,258,6,27,1632
"""2022""",29,Drain_Sed,Surface,115.9418768,-31.9187029,7,18.4,14,18,119,4,24,892
"""2022""",30,Drain_Sed,Surface,115.9422197,-31.91924703,9,36.8,13,33,97,8,46,5747
"""2022""",31,Drain_Sed,Surface,115.9422884,-31.91970769,6,17,41,28,99,11,25,496
"""2023""",1.1,Lake_Sed,Surface,115.94694,-31.9170941,8,5.5,56,93,50,18,39,40
"""2023""",1.2,Lake_Sed,Surface,115.946971,-31.9172297,11,7,62,98,77,19,23,27
"""2023""",1.3,Lake_Sed,Surface,115.94698,-31.917347,9,6.3,63,80,65,19,29,38
"""2023""",2.1,Lake_Sed,Surface,115.945663,-31.916876,12,10.9,52,72,109,19,33,91
"""2023""",2.2,Lake_Sed,Surface,115.945662,-31.9169662,9,12.2,59,89,76,29,35,156
"""2023""",2.3,Lake_Sed,Surface,115.945743,-31.9173007,7,14.5,68,142,69,38,47,197
"""2023""",3.1,Lake_Sed,Surface,115.944618,-31.9176251,7,11,58,199,79,21,40,206
"""2023""",3.2,Lake_Sed,Surface,115.944881,-31.9177446,6,12.7,61,270,124,23,49,286
"""2023""",3.3,Lake_Sed,Surface,115.945125,-31.9176925,6,10.2,46,200,84,18,38,169
"""2023""",4.1,Drain_Sed,Core,115.94466,-31.919538,4,12.1,67,45,215,22,39,64
"""2023""",4.2,Drain_Sed,Core,115.94466,-31.919538,8,10.2,74,33,174,22,36,24
"""2023""",4.3,Drain_Sed,Core,115.94466,-31.919538,9,6.5,69,24,102,15,21,18
"""2023""",4.4,Drain_Sed,Core,115.94466,-31.919538,2,2.3,24,7,57,5,8,6
"""2023""",5.1,Saltmarsh,Surface,115.941973,-31.9195517,6,6.1,60,45,47,19,34,141
"""2023""",5.2,Saltmarsh,Surface,115.941973,-31.9195697,4,5.9,59,44,46,17,37,144
"""2023""",5.3,Saltmarsh,Surface,115.941984,-31.9195067,6,10,61,43,134,19,34,230
"""2023""",5.4,Saltmarsh,Surface,115.941951,-31.9196237,6,10,57,38,191,19,31,221
"""2023""",5.5,Saltmarsh,Surface,115.941972,-31.919669,5,11.9,61,42,308,20,38,256
"""2023""",6.1,Saltmarsh,Core,115.94199,-31.9190015,6,8.7,55,72,46,17,41,282
"""2023""",6.2,Saltmarsh,Core,115.942201,-31.9190033,6,18.9,65,53,53,24,34,695
"""2023""",6.3,Saltmarsh,Core,115.942201,-31.9190033,5,11.8,46,40,38,18,22,397
"""2023""",6.4,Saltmarsh,Core,115.942201,-31.9190033,7,33.3,66,67,59,31,35,1018
"""2023""",7.1,Saltmarsh,Surface,115.941718,-31.9196669,5,11.7,60,41,229,20,37,190
"""2023""",7.2,Saltmarsh,Surface,115.941697,-31.9196667,5,11,58,40,224,20,36,258
"""2023""",7.3,Saltmarsh,Surface,115.941665,-31.9196393,7,15.6,62,43,375,22,37,232
"""2023""",7.4,Saltmarsh,Surface,115.941697,-31.9195945,6,13.3,74,48,116,24,40,259
"""2023""",7.5,Saltmarsh,Surface,115.941666,-31.9195311,6,7.3,54,42,41,18,37,217
"""2023""",8.1,Saltmarsh,Core,115.941991,-31.9188933,1,NA,3,NA,7,NA,1,3
"""2023""",8.2,Saltmarsh,Core,115.941991,-31.9188933,NA,0.4,1,NA,25,NA,2,1
"""2023""",8.3,Saltmarsh,Core,115.941991,-31.9188933,7,8,81,47,71,25,38,150
"""2023""",8.4,Saltmarsh,Core,115.941991,-31.9188933,4,7.5,76,48,60,23,41,148
"""2023""",8.5,Saltmarsh,Core,115.941991,-31.9188933,4,7.9,75,42,59,23,31,123
"""2023""",9.1,Saltmarsh,Surface,115.942203,-31.9188951,22,6.9,36,39,46,11,24,230
"""2023""",9.2,Saltmarsh,Surface,115.942212,-31.9190305,19,41.3,7,21,143,9,9,295
"""2023""",9.3,Saltmarsh,Surface,115.942179,-31.9190933,17,20,9,16,79,7,9,303
"""2023""",9.4,Saltmarsh,Surface,115.942253,-31.91913,12,21.3,13,30,117,10,13,394
"""2023""",9.5,Saltmarsh,Surface,115.94222,-31.9191929,6,9.2,18,30,63,8,23,289
"""2023""",10.1,Saltmarsh,Core,115.942629,-31.9185919,9,16.3,43,45,73,19,28,510
"""2023""",10.2,Saltmarsh,Core,115.942629,-31.9185919,6,10.8,67,49,60,22,36,310
"""2023""",10.3,Saltmarsh,Core,115.942629,-31.9185919,6,8.9,71,49,59,21,35,202
"""2023""",10.4,Saltmarsh,Core,115.942629,-31.9185919,7,7.7,69,41,54,19,34,153
"""2023""",10.5,Saltmarsh,Core,115.942629,-31.9185919,8,7.7,68,31,52,18,30,329
"""2023""",10.6,Saltmarsh,Core,115.942629,-31.9185919,10,9.1,62,23,52,17,30,824
"""2023""",11.1,Lake_Sed,Surface,115.946011,-31.9169691,11,6.8,56,123,53,20,53,76
"""2023""",11.2,Lake_Sed,Surface,115.946003,-31.9167435,7,10.2,61,63,88,27,36,77
"""2023""",11.3,Lake_Sed,Surface,115.946395,-31.9167107,8,11.4,57,101,136,22,57,150
"""2023""",11.4,Lake_Sed,Surface,115.946575,-31.916631,24,7.6,28,444,77,8,114,438
"""2023""",11.5,Lake_Sed,Surface,115.946631,-31.9163879,7,10.6,69,89,206,22,49,102
"""2023""",12.1,Lake_Sed,Surface,115.944839,-31.9167609,4,5,34,32,38,12,21,40
"""2023""",12.2,Lake_Sed,Surface,115.944858,-31.9170046,9,17,46,121,82,20,29,342
"""2023""",12.3,Lake_Sed,Surface,115.945072,-31.9167448,3,2,13,19,58,4,9,51
"""2023""",12.4,Lake_Sed,Surface,115.945071,-31.9168801,6,10,49,79,183,23,31,121
"""2023""",12.5,Lake_Sed,Surface,115.945111,-31.9170879,5,12,50,118,104,23,37,271
"""2023""",13.1,Other,Surface,115.944523,-31.9166861,7,4,27,24,56,7,22,150
"""2023""",13.2,Other,Surface,115.944523,-31.9166861,10,6,47,38,46,16,34,238
"""2023""",13.3,Other,Surface,115.942434,-31.91804,6,3,47,34,29,10,32,91
"""2023""",13.4,Other,Surface,115.942434,-31.91804,5,4,42,37,34,10,33,128
"""2023""",13.5,Other,Surface,115.942434,-31.91804,2,4,9,5,82,1,14,97
"""2023""",14.1,Other,Surface,115.946397,-31.9165393,5,11,58,56,304,19,54,79
"""2023""",14.2,Other,Surface,115.946377,-31.9164489,5,13,61,44,358,21,47,106
"""2023""",14.3,Other,Surface,115.946386,-31.9165933,4,10,54,43,315,17,69,83
"""2023""",14.4,Other,Surface,115.946258,-31.9166103,6,12,68,49,414,23,45,76
"""2023""",14.5,Other,Surface,115.946164,-31.9165283,4,3,24,18,98,7,48,55
"""2023""",15.1,Saltmarsh,Surface,115.942353,-31.9195819,8,10,55,110,50,18,42,230
"""2023""",15.2,Saltmarsh,Surface,115.942545,-31.9194482,8,21,72,82,438,24,52,212
"""2023""",15.3,Saltmarsh,Surface,115.942727,-31.9193144,8,22,70,59,270,25,46,237
"""2023""",16.1,Saltmarsh,Surface,115.941318,-31.9194831,3,5,47,53,46,16,29,104
"""2023""",16.2,Saltmarsh,Surface,115.9422,-31.9191476,5,4,29,39,40,10,25,167
"""2023""",16.3,Saltmarsh,Surface,115.941316,-31.9196274,3,6,50,54,53,16,29,153
"""2023""",16.4,Saltmarsh,Surface,115.941315,-31.9196996,5,8,52,50,81,17,28,109
"""2023""",16.5,Saltmarsh,Surface,115.941455,-31.9195293,3,6,60,56,52,19,31,161
"""2023""",16.6,Saltmarsh,Surface,115.941826,-31.9194873,6,5,32,37,55,11,23,124
"""2023""",17.1,Lake_Sed,Core,115.947092,-31.9167616,10,6,36,112,43,10,64,127
"""2023""",17.2,Lake_Sed,Core,115.94722,-31.9167175,11,4,28,72,34,8,38,79
